custID,age,region,job,marital,education,default,balance,housing,loan
C43673,42,South East,management,married,tertiary,no,32205,no,no
C43674,34,London,services,married,secondary,no,1251,no,no
C43676,66,South East,management,married,secondary,no,683,no,no
C43678,54,London,management,married,tertiary,no,1888,no,no
C43679,31,South East,others,married,secondary,no,158,no,no
C43680,33,South East,services,married,secondary,no,449,no,no
C43681,19,London,student,single,primary,no,707,no,no
C43683,24,South East,technician,single,secondary,no,695,no,no
C43684,23,London,student,single,,no,2942,no,no
C43685,29,North West,self-employed,single,tertiary,no,3826,no,no
C43686,28,South East,admin,single,secondary,no,5517,no,no
C43687,31,North West,management,single,tertiary,no,620,no,no
C43688,50,East Midlands,technician,married,tertiary,no,3036,no,no
C43689,22, ,student,single,secondary,no,143,no,no
C43690,55,North West,technician,others,secondary,no,214,no,no
C43692,54,West Midlands,others,others,primary,no,5117,no,no
C43693,59,East of England,management,married,tertiary,no,160,yes,yes
C43694,32,East of England, ,single,secondary,no,1193,yes,no
C43695,54,South East,others,married,secondary,no,2565,no,no
C43696,27,North West,self-employed,single,tertiary,no,195,no,no
C43697,77,London,retired,married,primary,no,3865,no,no
C43698,40,London,admin,married,secondary,no,302,yes,no
C43701,48,East of England,others,married,secondary,no,1430,yes,no
C43702,27,South East,others,single,secondary,no,622,no,no
C43703,28,East of England,technician,single,secondary,no,2715,no,no
C43704,35,East of England,management,married,tertiary,no,9302,no,no
C43705,29,South East,management,single,tertiary,no,-31,no,no
C43706,68,South East,retired,married,secondary,no,1333,no,no
C43707,53,South East,others,single,secondary,no,1167,no,no
C43708,37,West Midlands,technician,single,tertiary,no,229,no,no
C43709,65,South East,retired,married,,no,790,no,no
C43710,32,North West,student,single,,no,437,no,no
C43711,58,South East,admin,married,secondary,no,197,no,no
C43713,37,East of England,admin,married,tertiary,no,34,no,no
C43714,63,South East,retired,married,secondary,no,1728,no,no
C43715,34,South East,admin,married,secondary,no,1070,no,no
C43717,50,West Midlands,admin,married,secondary,no,4195,yes,no
C43718,70,South West,retired,married,secondary,no,1353,no,no
C43719,50,North West,technician,others,secondary,no,0,yes,no
C43720,56,South East,management,married,primary,no,1012,no,no
C43721,57,West Midlands,retired,married,primary,no,10892,no,no
C43724,50,North West,technician,married,tertiary,no,2128,no,no
C43726,24,North West,management,single,tertiary,no,1,no,no
C43728,48,South East,technician,others,secondary,no,-73,no,yes
C43730,54,London,management,others,tertiary,no,2502,no,no
C43731,56,East of England,others,married,secondary,no,521,yes,yes
C43732,72,London,retired,married,secondary,no,6645,no,no
C43735,52, ,management,married,tertiary,no,678,no,no
C43736,50,London,admin,married,secondary,no,3134,no,no
C43737,79,South East,retired,married,primary,no,1230,no,no
C43738,38,South East,management,married,tertiary,no,1484,no,no
C43739,73,South East,retired,married,secondary,no,3314,no,no
C43741,49,South East,admin,married,secondary,no,243,no,no
C43742,53,South East,admin,married,secondary,no,62,yes,no
C43743,64,East of England,retired,married,secondary,no,1874,no,no
C43744,38,South East,others,married,secondary,no,5024,no,no
C43745,27,London,others,single,tertiary,no,7466,no,no
C43746,84,South East,retired,others,primary,no,743,no,no
C43748,62,South East,retired,married,secondary,no,3621,no,no
C43749,41,North West,admin,married,tertiary,no,1,yes,no
C43751,53,South East,technician,married,secondary,no,227,yes,no
C43752,30,London,technician,single,secondary,no,3656,no,no
C43753,58,South East,retired,married,secondary,no,1430,no,no
C43754,61,London,admin,married,,no,1265,yes,no
C43755,46,London,management,single,secondary,no,6969,no,no
C43756,35,South East,technician,single,tertiary,no,2186,no,no
C43758,67,North West,management,married,secondary,no,3767,no,no
C43759,30,South East,technician,single,tertiary,no,907,yes,no
C43760,60,East of England,management,married,secondary,no,0,no,no
C43761,78,South East,retired,married,,no,3730,no,no
C43762,47,South East,others,married,secondary,no,1823,yes,no
C43763,61,South East,technician,married,secondary,no,1385,no,no
C43764,53,London,management,married,tertiary,no,1577,yes,no
C43765,47,South East,admin,married,secondary,no,428,no,no
C43769,70,North West,management,married,secondary,no,5,no,no
C43770,31,Yorkshire and the Humber,others,single,secondary,no,478,no,no
C43771,31,London, ,single,secondary,no,3042,no,no
C43772,24,East of England, ,single,secondary,no,2992,no,no
C43773,21,North West,student,single,secondary,no,250,no,no
C43774,71,South East,retired,married,primary,no,3756,no,no
C43775,25,North West,self-employed,single,,no,1371,no,no
C43777,49,South East,self-employed,others,tertiary,no,3829,no,no
C43778,52,South East,admin,single,secondary,no,844,yes,no
C43779,27,North West,technician,single,tertiary,no,3234,yes,no
C43781,33,East of England,services,single,secondary,no,177,yes,no
C43782,60,West Midlands,technician,married,secondary,no,0,no,no
C43783,33,West Midlands,management,single,tertiary,no,670,no,no
C43784,28,East of England,student,single,secondary,no,2238,no,no
C43786,29,South East, ,single,tertiary,no,81,no,no
C43789,59,West Midlands,management,married,primary,no,2008,no,no
C43792,33,North West,services,single,secondary,no,3350,no,no
C43794,39,North West,management,married,tertiary,no,713,no,no
C43795,40,East of England,technician,married,secondary,no,2635,no,no
C43796,33,North West,management,single,tertiary,no,10834,no,no
C43799,29,North West,student,single,tertiary,no,534,no,no
C43801,32,West Midlands,admin,single,secondary,no,400,no,no
C43802,67,London,retired,married,primary,no,1663,no,no
C43803,39,East of England, ,others,secondary,no,308,yes,no
C43804,46,London,domestic worker,married,secondary,no,44,no,no
C43806,29,South East,technician,others,secondary,no,144,no,no
C43808,23,North West,student,single,tertiary,no,803,no,no
C43809,47,London,services,others,,no,1131,no,no
C43810,26,South East,management,single,tertiary,no,617,no,yes
C43812,28,London,services,single,tertiary,no,149,no,no
C43813,37,London,management,married,tertiary,no,2287,yes,no
C43815,60,West Midlands,admin,others,secondary,no,188,no,no
C43816,55,North West,services,others,secondary,no,441,no,no
C43818,45,East Midlands,technician,married,secondary,no,2129,no,no
C43819,63,East of England,others,married,secondary,no,745,no,no
C43820,60, , ,married,secondary,no,1217,no,no
C43822,32,London,admin,single,secondary,no,644,yes,no
C43823,29,South East,management,married,tertiary,no,9422,no,no
C43825,54,South East,technician,married,secondary,no,76,no,no
C43826,23,Yorkshire and the Humber,student,single,secondary,no,1072,no,no
C43827,33,South East,services,single,,no,608,yes,no
C43828,48,East of England,domestic worker,married,secondary,no,0,no,no
C43829,39,West Midlands,technician,married,tertiary,no,126,no,no
C43830,26,London,student,single,secondary,no,5364,no,no
C43833,83,South East,retired,others,primary,no,0,no,no
C43834,33,West Midlands,management,married,tertiary,no,1614,yes,no
C43835,26, ,technician,single,tertiary,no,599,no,no
C43836,55,London, ,married,primary,no,1409,no,no
C43837,26,South East, ,single,secondary,no,1237,no,no
C43838,41,London,entrepreneur,married,tertiary,no,81,no,no
C43839,55,East of England,admin,married,secondary,no,9656,no,no
C43840,57,London,management,others,,no,3472,no,no
C43841,30,South East,admin,married,secondary,no,0,no,no
C43842,36,South East,technician,married,secondary,no,1591,no,no
C43843,33,London,admin,single,tertiary,no,316,yes,no
C43844,28,London,others,single,secondary,no,-53,yes,no
C43846,33,South East, ,single,secondary,no,497,no,no
C43847,28,South West,services,single,secondary,no,195,no,no
C43848,70,East of England,retired,married,primary,no,2728,no,no
C43849,51,South East,management,married,tertiary,no,205,yes,yes
C43850,21,South East,student,single,,no,233,no,no
C43851,44,South East, ,married,secondary,no,369,yes,yes
C43853,28,South East,management,single,tertiary,no,259,yes,no
C43855,32,London,management,married,tertiary,no,1630,no,no
C43857,36,London,self-employed,single,tertiary,no,156,no,yes
C43859,29,North West,others,married,secondary,no,3849,no,no
C43860,49,Yorkshire and the Humber,admin,single,tertiary,no,265,yes,no
C43863,37,South East,admin,others,tertiary,no,5474,no,no
C43864,54,London,management,others,tertiary,no,577,no,no
C43865,65,North West,admin,married,secondary,no,1107,no,no
C43866,31,South East,technician,single,secondary,no,105,no,yes
C43867,27,London,others,single,primary,no,312,no,no
C43868,62,North West,management,married,tertiary,no,5823,no,no
C43869,30,North West,technician,single,secondary,no,1355,no,no
C43870,39,London,domestic worker,others,secondary,no,81,no,no
C43871,26,North West,technician,single,tertiary,no,1240,no,no
C43872,62,London,management,married,tertiary,no,0,yes,yes
C43873,30,London,management,married,tertiary,no,1498,no,no
C43874,33,East of England,technician,single,tertiary,no,200,no,no
C43877,22,West Midlands,services,single,secondary,no,420,no,no
C43878,68,East of England,retired,married,,no,4303,no,no
C43879,38,London,admin,married,secondary,no,0,yes,no
C43881,35,South East,management,single,tertiary,no,4121,yes,no
C43882,23,North West,student,single,tertiary,no,591,no,no
C43883,63,West Midlands,retired,others,secondary,no,1733,no,no
C43884,39,Yorkshire and the Humber,services,married,secondary,no,2291,yes,no
C43885,59,East of England,others,married,secondary,no,521,no,no
C43887,49,North West,management,others,tertiary,no,1634,no,no
C43888,59,South East,management,married,tertiary,no,117,no,yes
C43890,34,West Midlands,management,married,tertiary,no,184,no,no
C43891,36,South East,services,married,secondary,no,5490,no,no
C43892,31,South East,management,married,tertiary,no,1020,no,no
C43894,80,West Midlands,retired,married,secondary,no,9656,no,no
C43895,39,North West,others,married,secondary,no,321,no,no
C43896,34,West Midlands,services,others,secondary,no,51,no,no
C43897,83,South East,retired,married,tertiary,no,5536,no,no
C43898,31,London,management,single,tertiary,no,171,no,no
C43901,27,South East,admin,single,secondary,no,279,yes,yes
C43904,73,West Midlands,retired,married,primary,no,591,no,no
C43905,67,West Midlands,retired,married,,no,2953,no,no
C43906,29,South East,others,single,secondary,no,374,no,no
C43907,36,London,management,married,tertiary,no,576,no,no
C43908,24,London,student,single,,no,416,no,no
C43913,56,North West,admin,married,secondary,no,700,no,no
C43914,66,London,admin,married,secondary,no,4699,no,no
C43915,28,South West, ,single,secondary,no,353,no,no
C43916,71,London,retired,others,primary,no,320,no,no
C43917,26,South East,services,single,tertiary,no,14,no,no
C43918,30,North West, ,single,tertiary,no,4747,no,no
C43919,30,London,admin,married,secondary,no,193,no,no
C43920,31,North West,management,married,tertiary,no,1309,no,no
C43921,31,London,management,single,tertiary,no,1091,no,no
C43923,62,South East,retired,married,primary,no,2026,no,no
C43924,32,South East,self-employed,single,tertiary,no,53,yes,no
C43925,68,South East,retired,others,primary,no,2357,no,no
C43926,37,South East,admin,married,tertiary,no,3745,no,no
C43927,27,East of England,management,single,tertiary,no,2000,no,no
C43928,59,South East,retired,others,primary,no,1388,yes,no
C43929,35,London,technician,married,secondary,no,342,yes,no
C43931,51,South East,admin,married,tertiary,no,0,yes,yes
C43932,76,London,self-employed,married,,no,5795,no,no
C43933,27,North West,management,single,tertiary,no,3240,no,no
C43934,64,East of England,retired,married,secondary,no,3708,no,no
C43935,28,West Midlands,management,single,tertiary,no,3169,no,no
C43936,48,South East,technician,others,secondary,no,1500,no,no
C43937,38, ,student,others,tertiary,no,3426,no,no
C43938,66,West Midlands,domestic worker,married,primary,no,1430,no,no
C43939,30, ,management,single,tertiary,no,665,no,no
C43940,38,East of England,others,married,primary,no,1895,yes,no
C43941,39,North West,technician,single,secondary,no,1669,no,no
C43942,24,South East,technician,single,secondary,no,469,no,no
C43943,30,West Midlands,services,others,secondary,no,507,yes,no
C43944,24,Yorkshire and the Humber, ,married,secondary,no,7,no,no
C43946,63,South East,retired,married,secondary,no,26799,no,no
C43947,49,London,technician,married,tertiary,no,1245,no,no
C43948,34,North West,management,married,tertiary,no,3838,yes,no
C43951,32,North West,technician,single,tertiary,no,820,no,no
C43952,52,Yorkshire and the Humber,others,married,secondary,no,1110,no,yes
C43954,71,North West,retired,married,secondary,no,34815,no,no
C43955,25,South East,others,single,secondary,no,352,no,no
C43956,60,North West,management,married,primary,no,9691,no,no
C43957,29,London,management,single,tertiary,no,1664,no,no
C43958,50,North West,admin,married,secondary,no,116,yes,no
C43959,20,North West,student,single,secondary,no,178,no,no
C43960,46,London,services,married,secondary,no,0,yes,no
C43961,61,North West,retired,married,secondary,no,2338,no,no
C43962,57,West Midlands,management,others,tertiary,no,3822,no,no
C43963,32,West Midlands,admin,single,secondary,no,152,yes,no
C43965,32,London,management,married,tertiary,no,1062,yes,no
C43966,64,East of England,retired,others,primary,no,127,no,no
C43967,33,North West,management,single,tertiary,no,260,no,no
C43968,30,South East,others,single,secondary,no,366,no,no
C43969,36,South East,management,single,tertiary,no,626,no,no
C43971,59,London,management,married,tertiary,no,6276,no,no
C43972,34,South East,student,single,,no,6941,no,no
C43973,25,East of England,student,single,secondary,no,2276,no,no
C43975,75,North West,retired,married,secondary,no,544,no,no
C43976,37,East of England,self-employed,single,tertiary,no,1381,no,no
C43978,35,North West,management,married,tertiary,no,2174,yes,no
C43979,30,North West,technician,single,secondary,no,295,yes,yes
C43981,31,South East,technician,married,tertiary,no,3881,yes,no
C43982,21,North West,student,single,,no,886,no,no
C43983,40,London,technician,married,secondary,no,810,no,no
C43984,53,East of England,others,married,,no,1116,no,yes
C43985,37,South East,admin,others,secondary,no,523,yes,yes
C43986,37,South East,admin,single,secondary,no,19,no,no
C43987,26,East of England,student,single,secondary,no,809,no,no
C43988,46, ,others,married,primary,no,78,no,no
C43989,49,East of England,management,married,tertiary,no,1357,yes,yes
C43990,42,North West,technician,others,tertiary,no,3036,yes,no
C43991,27,South East,others,single,secondary,no,3657,no,no
C43993,30, ,technician,single,secondary,no,1091,no,no
C43994,45, ,technician,married,tertiary,no,2114,yes,yes
C43995,57,South East,technician,married,secondary,no,422,no,no
C43997,29,South East,technician,single,secondary,no,959,no,no
C43998,27,South East,student,single,secondary,no,969,no,no
C43999,37,North West,technician,married,tertiary,no,142,no,no
C44000,30,Yorkshire and the Humber,others,single,primary,no,215,no,no
C44002,34,London,services,married,,no,867,no,no
C44003,72,South East,retired,married,primary,no,0,no,no
C44006,38,South East,management,single,tertiary,no,724,no,no
C44007,48,South East,management,single,tertiary,no,100,no,no
C44008,36,East of England,management,married,tertiary,no,2081,yes,no
C44009,55,London,domestic worker,others,primary,no,1135,no,no
C44011,49,South East,admin,single,secondary,no,341,no,no
C44012,26,East of England,management,single,tertiary,no,258,no,no
C44013,37, ,services,single,secondary,no,27,yes,no
C44014,68,London,retired,others,primary,no,553,no,no
C44016,22,North West,student,single,secondary,no,12757,no,no
C44017,45,South East,management,married,,no,3167,no,no
C44018,57,East of England,others,married,primary,no,2191,no,no
C44019,67,South East,retired,married,primary,no,2780,no,no
C44021,60,North West,retired,married,secondary,no,13,no,no
C44023,60,East Midlands,retired,married,secondary,no,2395,no,no
C44024,58,West Midlands,others,married,primary,no,3615,no,no
C44026,47,London,admin,married,secondary,no,0,no,yes
C44027,23,South East,services,single,secondary,no,567,no,no
C44028,30,South East,student,single,secondary,no,365,no,no
C44029,39,London,management,married,tertiary,no,3417,no,no
C44030,35,South East, ,married,secondary,no,1137,no,no
C44031,33,South East,management,single,tertiary,no,835,yes,no
C44032,29,North West,student,single,secondary,no,940,no,no
C44033,33,South East,management,single,tertiary,no,3655,no,no
C44034,45,London,technician,married,tertiary,no,3138,yes,no
C44035,50,South East,technician,married,tertiary,no,5947,no,no
C44036,32,West Midlands,technician,others,tertiary,no,3785,no,no
C44037,44,East of England,others,single,secondary,no,321,yes,no
C44039,31,London,management,single,tertiary,no,1790,yes,no
C44040,32,West Midlands,student,single,tertiary,no,74,no,no
C44042,48,North West,admin,single,secondary,no,1795,yes,no
C44043,19,South East,student,single,secondary,no,493,no,no
C44045,49,South East,domestic worker,married,primary,no,419,no,no
C44046,77,North West,retired,married,tertiary,no,1217,no,no
C44048,32,London,technician,single,tertiary,no,4734,no,no
C44049,39,London,technician,married,secondary,no,5652,yes,no
C44050,21,North West,student,single,secondary,no,2893,no,no
C44054,29,West Midlands,services,single,secondary,no,0,no,no
C44055,52,London,management,others,tertiary,no,3,no,no
C44056,42,London,technician,married,secondary,no,2502,no,no
C44057,32,South East,management,single,tertiary,no,14615,no,no
C44058,63,London,retired,married,secondary,no,3367,no,no
C44059,19,London,student,single,secondary,no,612,no,no
C44060,37,South East,others,married,secondary,no,227,yes,no
C44061,29,North West,self-employed,single,tertiary,no,936,no,no
C44062,53,South East,services,others,secondary,no,42,yes,yes
C44063,34,South East,self-employed,single,tertiary,no,0,yes,no
C44065,35,West Midlands,others,married,secondary,no,305,no,no
C44069,32,Yorkshire and the Humber,self-employed,single,tertiary,no,4679,yes,no
C44070,26,London,others,single,secondary,no,538,no,yes
C44071,31,South East,student,single,secondary,no,4083,no,no
C44072,45,East of England,management,married,secondary,no,3369,no,no
C44073,39,North West,management,others,tertiary,no,260,no,no
C44074,56,West Midlands,others,married,primary,no,1179,no,no
C44075,35,West Midlands,self-employed,single,tertiary,no,463,no,no
C44076,29,North West,technician,single,secondary,no,858,no,no
C44077,32,South East,student,single,secondary,no,71,no,yes
C44078,28,South East,services,single,secondary,no,230,no,no
C44080,30,North West,technician,single,tertiary,no,0,yes,no
C44081,65,West Midlands,retired,others,secondary,no,865,no,no
C44084,29,London,management,single,,no,651,no,no
C44085,50,South East,technician,married,tertiary,no,0,no,yes
C44086,46,North West,management,others,tertiary,no,649,no,no
C44087,30,East of England,management,married,tertiary,no,80,yes,no
C44088,60,North West,technician,married,secondary,no,301,no,no
C44090,37,London,technician,married,secondary,no,502,yes,no
C44091,60,London,management,others,primary,no,3133,no,no
C44092,43,North West,technician,married,secondary,no,80,yes,yes
C44094,52,South East,services,married,secondary,no,764,no,no
C44095,29,West Midlands,management,single,tertiary,no,2102,no,no
C44096,71,London,retired,others,,no,456,no,no
C44097,42,North West,management,married,tertiary,no,347,no,no
C44098,47,South East,management,single,tertiary,no,7734,no,no
C44099,70,South West,retired,married,primary,no,3250,no,no
C44102,31,South East,self-employed,married,tertiary,no,3100,no,no
C44104,29,Yorkshire and the Humber,management,single,tertiary,no,584,no,no
C44105,29,London,admin,single,secondary,no,2316,no,no
C44106,23,South East,student,single,secondary,no,2103,no,no
C44107,34,London,services,single,secondary,no,310,no,no
C44108,38,South East,management,married,tertiary,no,3088,no,no
C44109,69, ,retired,married,secondary,no,2876,no,no
C44110,79,East of England,retired,others,,no,3056,no,no
C44111,19,West Midlands,student,single,secondary,no,433,no,no
C44112,59,South East,management,married,secondary,no,129,no,no
C44115,38,South East,admin,married,secondary,no,2055,yes,no
C44116,32,East of England,technician,single,,no,571,no,no
C44117,36,London,technician,single,secondary,no,1123,no,no
C44118,43,London,self-employed,married,tertiary,no,2908,no,no
C44121,50,London,others,married,,no,649,no,no
C44122,27,London,student,others,,no,445,no,no
C44123,29,London,student,married,,no,2592,no,no
C44124,27,West Midlands,technician,single,secondary,no,392,no,no
C44125,53,London,admin,single,secondary,no,760,no,no
C44126,40,South East,admin,married,secondary,no,531,no,no
C44127,35,North West,admin,single,tertiary,no,198,no,no
C44128,74,South East,retired,married,primary,no,6441,no,no
C44130,35,South East,self-employed,married,tertiary,no,2822,no,no
C44131,50,Yorkshire and the Humber,entrepreneur,others,tertiary,no,366,no,no
C44132,27,South East,management,single,secondary,no,980,no,no
C44134,43,North West,admin,single,secondary,no,449,no,no
C44135,25,North West,management,single,tertiary,no,442,no,no
C44137,30,South East,self-employed,single,tertiary,no,292,no,no
C44138,29,London,services,single,secondary,no,119,no,no
C44139,57,West Midlands,retired,married,secondary,no,1214,no,no
C44140,72,West Midlands,retired,others,tertiary,no,467,no,no
C44144,72,North West,admin,married,primary,no,2699,no,no
C44145,47,South East,admin,single,secondary,no,4298,no,no
C44146,80,London,retired,married,primary,no,1707,no,no
C44147,65,West Midlands,retired,others,secondary,no,963,no,no
C44149,25,South East,others,single,secondary,no,2159,yes,no
C44150,33,North West,management,single,tertiary,no,2281,no,no
C44151,29,North West,self-employed,single,tertiary,no,1836,no,no
C44152,79,London,retired,others,primary,no,3241,no,no
C44153,24,London,student,single,secondary,no,1306,no,no
C44154,27,London,technician,single,secondary,no,748,no,no
C44156,36,North West,management,single,,no,72,no,no
C44159,22,North West,student,single,secondary,no,83,no,no
C44162,25,North West,technician,single,tertiary,yes,186,no,yes
C44163,31,London,technician,married,tertiary,no,2519,no,no
C44164,26,South East,others,single,secondary,no,2334,no,no
C44165,51,North West,management,married,tertiary,no,4027,no,yes
C44166,27,South East,admin,single,tertiary,no,5509,no,no
C44167,46,London,admin,others,secondary,no,115,no,no
C44168,70,London,retired,others,primary,no,560,no,no
C44169,24,East of England,student,single,primary,no,1436,no,no
C44170,23,London,student,single,secondary,no,1509,no,no
C44172,53,West Midlands,technician,married,primary,no,7187,no,no
C44173,30,London,technician,single,secondary,no,1293,no,no
C44174,86,West Midlands,retired,married,primary,no,1459,no,no
C44176,27,East of England,student,single,,no,153,no,no
C44179,68,London,retired,others,secondary,no,4871,no,no
C44180,35,South East,management,married,secondary,no,842,yes,no
C44181,30,South East,admin,married,secondary,no,258,no,no
C44182,28,London,student,single,secondary,no,238,no,no
C44184,66,North West,retired,married,secondary,no,179,no,no
C44186,30,South East,management,single,tertiary,no,270,no,no
C44188,46,West Midlands,admin,married,secondary,no,5838,no,no
C44189,47,South West,admin,married,secondary,no,4274,no,no
C44190,31,South East,technician,single,secondary,no,2958,no,no
C44191,66,North West,retired,married,primary,no,2527,no,no
C44192,64,North West,domestic worker,married,primary,no,893,no,no
C44193,68,South East,retired,married,secondary,no,2871,yes,no
C44194,63,South East,others,married,secondary,no,209,no,no
C44198,61,South East,retired,married,secondary,no,1091,no,no
C44200,45,East of England,technician,single,tertiary,no,1850,no,no
C44201,60,London,services,single,secondary,no,859,no,no
C44203,38,South East,admin,single,secondary,no,5585,no,no
C44204,58,London,management,married,tertiary,no,1533,no,no
C44208,22,North West,student,single,primary,no,492,no,no
C44209,49,South West,others,married,secondary,no,2263,no,no
C44211,46,North West,management,married,secondary,no,891,yes,no
C44212,19,South East,student,single,secondary,no,351,no,no
C44213,41,North West,management,others,tertiary,no,5310,yes,yes
C44214,31,Yorkshire and the Humber,management,others,tertiary,no,481,no,yes
C44215,37,South East,management,married,tertiary,no,0,no,no
C44216,48,London, ,married,secondary,no,950,no,no
C44217,36,London,management,others,tertiary,no,755,no,no
C44218,30,London,management,single,tertiary,no,1474,no,no
C44220,33,South East,technician,married,secondary,no,213,no,no
C44221,30,South East,admin,married,secondary,no,1257,no,no
C44222,51,West Midlands,admin,married,secondary,no,492,yes,yes
C44223,30,North West,self-employed,married,secondary,no,143,no,yes
C44224,32,South East,services,married,primary,no,191,yes,no
C44225,39,London,others,married,secondary,no,2869,no,no
C44226,34,West Midlands,technician,married,secondary,no,937,no,no
C44230,60,London,admin,married,,no,556,no,no
C44231,36,East of England,management,others,tertiary,no,1229,no,no
C44233,45,London,management,married,tertiary,no,36595,no,no
C44234,44,South East,management,single,tertiary,no,1267,no,no
C44237,57,North West,retired,married,secondary,no,4347,yes,no
C44238,35,London,management,married,tertiary,no,2760,yes,yes
C44239,29,North West,admin,single,secondary,no,993,no,no
C44240,29,East of England,admin,single,secondary,no,1485,no,no
C44241,35,North West,others,married,secondary,no,-20,yes,no
C44242,31,London, ,others,tertiary,no,879,no,no
C44243,47,North East,self-employed,married,secondary,no,608,no,no
C44244,41,London,others,married,primary,no,207,yes,no
C44245,29,South East,management,single,tertiary,no,2726,yes,no
C44249,24,North West,admin,single,secondary,no,1227,no,no
C44250,35,London,admin,single,secondary,no,373,no,no
C44251,24,West Midlands,student,single,secondary,no,1435,no,no
C44252,34,West Midlands,management,others,tertiary,no,81,yes,no
C44253,24,North West,admin,single,secondary,no,1506,no,no
C44254,43,London,management,married,tertiary,no,976,no,no
C44255,34,East of England, ,single,tertiary,no,2295,no,no
C44256,60,South East, ,married,primary,no,0,no,no
C44258,54,South East,management,others,tertiary,no,6366,no,no
C44259,38,East of England,management,married,tertiary,no,623,yes,no
C44260,39,South East,others,married,primary,no,649,yes,no
C44261,41,London,others,others,secondary,no,771,yes,no
C44263,93,North East,retired,married,,no,901,no,no
C44264,34,South East,technician,single,secondary,no,1527,no,no
C44265,42, ,technician,single,secondary,no,734,no,no
C44266,36,North West,management,married,tertiary,no,236,no,no
C44268,37,South East,technician,single,tertiary,no,0,yes,no
C44270,41,South East,admin,married,secondary,no,17405,no,no
C44271,49,South East,admin,married,secondary,no,229,yes,no
C44273,36,East of England,technician,others,secondary,no,1687,yes,no
C44274,30,London,student,single,tertiary,no,3519,no,no
C44276,29,North West,management,single,tertiary,no,1145,yes,no
C44277,30,North West,services,single,secondary,no,312,no,no
C44278,25,East of England,student,married,secondary,no,43,no,no
C44279,28,North West,student,single,secondary,no,2343,no,no
C44280,82,North West,retired,married,primary,no,283,no,no
C44281,26,West Midlands,student,single,secondary,no,3593,no,no
C44283,33,North West,technician,others,secondary,no,1102,no,no
C44285,27,South East,technician,single,secondary,no,-80,no,no
C44286,27,South East,management,single,tertiary,no,119,no,no
C44287,45,North West,others,single,secondary,no,0,yes,no
C44288,37,Yorkshire and the Humber,technician,married,secondary,no,1985,yes,no
C44289,48,South East,management,married,tertiary,no,712,no,no
C44291,37,East of England,management,married,tertiary,no,450,no,no
C44292,28,London,admin,single,tertiary,no,364,no,yes
C44293,44,South East,self-employed,others,secondary,no,9,no,no
C44294,32,West Midlands,admin,single,secondary,no,531,no,no
C44295,40, ,technician,married,secondary,no,0,yes,yes
C44296,61,North West,self-employed,married,tertiary,no,12629,no,no
C44297,23,North West,student,single,secondary,no,923,no,no
C44299,33,South East,services,single,,no,2671,no,no
C44300,33,South East,management,single,tertiary,no,434,no,yes
C44303,31,South East,services,single,secondary,yes,-288,no,no
C44304,27,South East,services,single,secondary,no,267,no,no
C44305,49,South East,admin,others,secondary,no,1372,no,no
C44307,45,South East,technician,married,secondary,no,3228,yes,no
C44308,61,South East,retired,married,secondary,no,1230,no,no
C44309,41,London,retired,single,primary,no,2999,no,no
C44311,47,South East,admin,married,secondary,no,1407,no,no
C44312,46,London,technician,married,,no,3847,no,no
C44315,24,North West,student,single,secondary,no,956,no,no
C44316,39,London, ,married,primary,no,8145,yes,no
C44317,82,East of England,domestic worker,others,primary,no,1606,no,no
C44318,27,North West,technician,single,secondary,no,237,no,no
C44319,26,East of England,technician,married,secondary,no,310,yes,no
C44320,31,West Midlands,management,single,tertiary,no,843,yes,no
C44321,22,North West, ,single,tertiary,no,1155,no,no
C44322,27,South East,student,single,tertiary,no,362,no,no
C44324,53,North West,others,married,primary,no,356,no,no
C44326,53,South East,technician,married,tertiary,no,2973,no,no
C44327,29,London,management,married,tertiary,no,157,no,no
C44328,64,East of England,retired,married,secondary,no,1830,no,no
C44329,33,South East,others,married,secondary,no,0,yes,no
C44330,57,North West,technician,married,tertiary,no,1373,no,no
C44331,31,South East,management,single,tertiary,no,2048,yes,no
C44332,61,North West,admin,married,,no,5383,yes,no
C44333,35,West Midlands, ,single,tertiary,no,179,no,no
C44334,57,South East, ,others,secondary,no,1265,no,no
C44336,36,South East,services,married,secondary,no,13547,yes,no
C44337,32,South East,management,married,tertiary,no,7137,no,no
C44338,25,North West,services,single,,no,2351,no,no
C44340,69,South East,retired,single,tertiary,no,2493,no,no
C44341,69,London,technician,married,tertiary,no,560,no,no
C44345,30,East of England,admin,single,tertiary,no,9,no,yes
C44346,28,London,admin,single,secondary,no,303,yes,yes
C44348,71,London,technician,married,secondary,no,3512,no,no
C44349,49,South East,retired,married,primary,no,21,no,no
C44350,45,West Midlands,management,single,tertiary,no,5617,no,no
C44351,64,North West,retired,married,primary,no,14031,no,no
C44352,39,South East,entrepreneur,married,secondary,no,801,no,no
C44353,35,East of England,technician,single,secondary,no,1427,no,no
C44354,36,East of England,admin,single,tertiary,no,1140,no,no
C44355,22,South East,student,single,,no,1433,no,no
C44357,83,South East,domestic worker,others,primary,no,6912,no,no
C44358,23,North West,management,single,tertiary,no,1053,no,no
C44359,31,South East,services,single,tertiary,no,1891,no,no
C44360,34,North West, ,married,tertiary,no,956,no,no
C44361,35,South East,self-employed,married,tertiary,no,1140,no,no
C44362,80,South East,retired,married,secondary,no,201,no,no
C44363,46,South East,others,married,tertiary,no,9958,no,no
