custID,contact,duration,response
C35285,virtual assistant,36,no
C35286,virtual assistant,16,no
C35287,virtual assistant,551,no
C35288,virtual assistant,158,no
C35289,virtual assistant,278,no
C35290,virtual assistant,192,no
C35291,virtual assistant,143,no
C35292,virtual assistant,273,no
C35293,virtual assistant,147,no
C35294,virtual assistant,346,no
C35295,virtual assistant,272,no
C35297,virtual assistant,60,no
C35298,virtual assistant,50,no
C35299,virtual assistant,86,no
C35300,virtual assistant,163,no
C35302,virtual assistant,236,no
C35303,virtual assistant,109,no
C35304,virtual assistant,72,no
C35305,virtual assistant,122,no
C35307,virtual assistant,574,yes
C35308,virtual assistant,213,no
C35309,virtual assistant,128,no
C35310,virtual assistant,983,yes
C35311,virtual assistant,168,no
C35312,virtual assistant,31,no
C35314,virtual assistant,199,no
C35315,virtual assistant,232,no
C35316,virtual assistant,279,no
C35317,virtual assistant,282,no
C35319,virtual assistant,282,no
C35320,virtual assistant,391,no
C35321,phone,973,no
C35322,virtual assistant,199,no
C35323,virtual assistant,219,no
C35324,virtual assistant,176,no
C35326,virtual assistant,17,no
C35327,virtual assistant,275,no
C35328,virtual assistant,143,no
C35329,virtual assistant,362,no
C35330,virtual assistant,320,no
C35331,virtual assistant,166,no
C35332,virtual assistant,170,no
C35334,virtual assistant,569,no
C35337,virtual assistant,490,no
C35338,virtual assistant,59,no
C35339,virtual assistant,158,no
C35340,virtual assistant,147,no
C35341,virtual assistant,134,no
C35342,virtual assistant,195,no
C35344,virtual assistant,293,no
C35347,virtual assistant,113,no
C35348,virtual assistant,263,no
C35349,virtual assistant,105,no
C35351,virtual assistant,142,no
C35352,virtual assistant,448,no
C35353,virtual assistant,141,no
C35354,virtual assistant,176,no
C35355,virtual assistant,154,no
C35359,phone,309,no
C35360,virtual assistant,69,no
C35362,virtual assistant,79,no
C35363,virtual assistant,226,no
C35364,virtual assistant,58,no
C35366,virtual assistant,124,no
C35370,virtual assistant,125,no
C35372,virtual assistant,118,no
C35373,virtual assistant,55,no
C35375,virtual assistant,361,no
C35376,virtual assistant,160,no
C35377,virtual assistant,174,no
C35378,virtual assistant,51,no
C35380,virtual assistant,183,no
C35382,virtual assistant,110,no
C35383,virtual assistant,101,no
C35384,virtual assistant,174,no
C35385,virtual assistant,66,no
C35386,virtual assistant,102,no
C35387,virtual assistant,136,no
C35389,virtual assistant,332,no
C35390,virtual assistant,228,no
C35392,virtual assistant,43,no
C35393,virtual assistant,623,yes
C35394,virtual assistant,312,no
C35395,virtual assistant,56,no
C35397,virtual assistant,219,no
C35399,virtual assistant,263,no
C35402,virtual assistant,158,no
C35403,virtual assistant,228,no
C35404,virtual assistant,476,yes
C35406,virtual assistant,122,no
C35407,virtual assistant,247,no
C35408,virtual assistant,103,no
C35411,virtual assistant,121,no
C35412,virtual assistant,182,no
C35413,virtual assistant,101,no
C35414,virtual assistant,156,no
C35416,virtual assistant,423,no
C35417,virtual assistant,258,no
C35418,virtual assistant,349,no
C35419,virtual assistant,281,no
C35420,virtual assistant,154,no
C35421,phone,287,no
C35424,virtual assistant,94,no
C35430,virtual assistant,87,no
C35431,virtual assistant,92,no
C35432,virtual assistant,541,no
C35435,virtual assistant,473,no
C35437,virtual assistant,225,no
C35438,virtual assistant,166,no
C35439,virtual assistant,589,no
C35440,virtual assistant,228,no
C35441,virtual assistant,101,no
C35444,virtual assistant,253,no
C35445,virtual assistant,347,yes
C35446,phone,430,no
C35447,virtual assistant,100,no
C35448,virtual assistant,1030,yes
C35449,virtual assistant,45,no
C35450,virtual assistant,127,no
C35452,virtual assistant,160,no
C35454,virtual assistant,1254,no
C35456,virtual assistant,270,no
C35457,virtual assistant,279,no
C35459,virtual assistant,539,no
C35460,virtual assistant,54,no
C35461,virtual assistant,643,no
C35462,virtual assistant,798,yes
C35464,virtual assistant,95,no
C35465,virtual assistant,425,no
C35466,virtual assistant,153,no
C35467,virtual assistant,266,no
C35468,virtual assistant,57,no
C35469,virtual assistant,243,no
C35471,virtual assistant,330,no
C35472,virtual assistant,308,no
C35473,virtual assistant,50,no
C35475,virtual assistant,247,no
C35476,virtual assistant,437,no
C35477,virtual assistant,458,no
C35478,virtual assistant,96,no
C35479,virtual assistant,404,no
C35480,virtual assistant,253,no
C35481,virtual assistant,271,no
C35482,virtual assistant,582,no
C35483,virtual assistant,227,no
C35484,virtual assistant,49,no
C35485,virtual assistant,244,no
C35486,virtual assistant,924,no
C35487,virtual assistant,62,no
C35488,virtual assistant,240,no
C35489,virtual assistant,126,no
C35492,virtual assistant,600,no
C35493,virtual assistant,639,no
C35494,virtual assistant,83,no
C35495,virtual assistant,244,no
C35496,virtual assistant,245,no
C35497,virtual assistant,178,no
C35498,virtual assistant,212,no
C35500,virtual assistant,35,no
C35501,virtual assistant,227,no
C35502,virtual assistant,201,no
C35503,virtual assistant,209,no
C35504,virtual assistant,198,no
C35506,virtual assistant,146,no
C35507,virtual assistant,202,no
C35508,virtual assistant,556,no
C35509,virtual assistant,262,no
C35510,virtual assistant,189,no
C35511,virtual assistant,1391,yes
C35513,phone,11,no
C35514,virtual assistant,166,no
C35517,phone,202,no
C35518,virtual assistant,252,no
C35519,virtual assistant,93,no
C35521,phone,908,no
C35522,virtual assistant,246,no
C35523,virtual assistant,140,no
C35524,virtual assistant,603,no
C35525,virtual assistant,152,no
C35526,virtual assistant,739,no
C35527,virtual assistant,245,no
C35529,virtual assistant,225,no
C35530,virtual assistant,429,no
C35531,virtual assistant,275,no
C35532,virtual assistant,196,no
C35533,virtual assistant,293,no
C35534,virtual assistant,787,yes
C35537,virtual assistant,388,no
C35538,virtual assistant,128,no
C35539,virtual assistant,269,no
C35540,virtual assistant,217,no
C35541,virtual assistant,291,no
C35543,virtual assistant,249,no
C35544,virtual assistant,109,no
C35545,virtual assistant,219,no
C35546,virtual assistant,235,no
C35547,virtual assistant,161,no
C35549,virtual assistant,432,no
C35550,virtual assistant,476,no
C35551,virtual assistant,877,yes
C35552,virtual assistant,263,no
C35553,virtual assistant,156,no
C35554,virtual assistant,792,yes
C35555,virtual assistant,589,no
C35557,virtual assistant,84,no
C35558,virtual assistant,329,no
C35559,virtual assistant,680,no
C35560,virtual assistant,553,yes
C35561,virtual assistant,174,no
C35562,virtual assistant,253,no
C35563,virtual assistant,127,no
C35564,virtual assistant,265,no
C35565,virtual assistant,272,no
C35566,virtual assistant,113,no
C35567,virtual assistant,1135,yes
C35568,virtual assistant,239,no
C35569,phone,376,no
C35570,virtual assistant,324,no
C35571,virtual assistant,255,no
C35572,virtual assistant,20,no
C35575,virtual assistant,541,no
C35576,virtual assistant,162,no
C35577,virtual assistant,892,no
C35578,phone,123,no
C35579,virtual assistant,63,no
C35581,phone,146,no
C35582,virtual assistant,463,no
C35583,phone,174,no
C35584,virtual assistant,190,no
C35585,virtual assistant,273,no
C35586,virtual assistant,172,no
C35587,virtual assistant,304,no
C35588,virtual assistant,245,no
C35589,virtual assistant,251,no
C35590,virtual assistant,177,no
C35591,virtual assistant,239,no
C35592,virtual assistant,100,no
C35593,virtual assistant,206,no
C35596,phone,138,no
C35597,phone,10,no
C35598,virtual assistant,407,no
C35599,virtual assistant,1051,no
C35600,virtual assistant,323,no
C35601,virtual assistant,411,no
C35602,virtual assistant,42,no
C35603,virtual assistant,369,no
C35605,virtual assistant,212,no
C35606,phone,55,no
C35607,virtual assistant,490,no
C35609,virtual assistant,722,no
C35612,virtual assistant,201,no
C35613,virtual assistant,155,no
C35614,virtual assistant,208,no
C35615,virtual assistant,340,no
C35616,virtual assistant,189,no
C35618,virtual assistant,378,no
C35620,virtual assistant,181,no
C35622,virtual assistant,873,no
C35623,phone,128,no
C35624,virtual assistant,182,no
C35625,virtual assistant,141,no
C35626,virtual assistant,156,no
C35628,virtual assistant,262,no
C35629,virtual assistant,328,no
C35630,phone,142,no
C35635,virtual assistant,157,no
C35636,phone,145,no
C35637,virtual assistant,191,no
C35638,virtual assistant,491,yes
C35639,virtual assistant,41,no
C35640,virtual assistant,253,no
C35641,virtual assistant,440,no
C35643,virtual assistant,104,no
C35646,virtual assistant,795,no
C35647,virtual assistant,11,no
C35648,virtual assistant,165,no
C35649,virtual assistant,80,no
C35651,virtual assistant,39,no
C35652,virtual assistant,85,no
C35653,virtual assistant,33,no
C35656,virtual assistant,298,no
C35657,virtual assistant,266,no
C35658,virtual assistant,95,no
C35659,virtual assistant,76,no
C35662,virtual assistant,113,no
C35663,virtual assistant,440,no
C35664,virtual assistant,126,no
C35665,virtual assistant,380,no
C35666,virtual assistant,65,no
C35667,virtual assistant,38,no
C35668,virtual assistant,114,no
C35670,virtual assistant,157,no
C35671,virtual assistant,1022,no
C35672,virtual assistant,293,no
C35673,virtual assistant,225,no
C35674,virtual assistant,106,no
C35675,virtual assistant,84,no
C35676,virtual assistant,174,no
C35677,virtual assistant,72,no
C35678,virtual assistant,7,no
C35679,virtual assistant,105,no
C35681,virtual assistant,206,no
C35683,virtual assistant,285,no
C35684,virtual assistant,63,no
C35685,virtual assistant,132,no
C35686,virtual assistant,213,no
C35687,virtual assistant,475,no
C35688,virtual assistant,94,no
C35689,virtual assistant,763,yes
C35692,virtual assistant,198,no
C35693,virtual assistant,247,no
C35694,virtual assistant,122,no
C35696,virtual assistant,65,no
C35697,virtual assistant,279,no
C35699,virtual assistant,130,no
C35700,phone,63,no
C35701,virtual assistant,77,no
C35702,virtual assistant,171,no
C35703,virtual assistant,265,no
C35704,virtual assistant,17,no
C35706,virtual assistant,163,no
C35707,virtual assistant,208,no
C35708,virtual assistant,74,no
C35709,virtual assistant,49,no
C35710,virtual assistant,208,no
C35711,virtual assistant,70,no
C35712,virtual assistant,103,no
C35713,virtual assistant,302,no
C35714,virtual assistant,103,no
C35715,virtual assistant,75,no
C35716,virtual assistant,97,no
C35717,virtual assistant,14,no
C35718,virtual assistant,19,no
C35719,virtual assistant,98,no
C35721,virtual assistant,307,no
C35723,virtual assistant,182,no
C35724,virtual assistant,153,no
C35725,virtual assistant,389,no
C35726,virtual assistant,153,no
C35727,virtual assistant,134,no
C35728,virtual assistant,290,no
C35729,virtual assistant,851,no
C35730,virtual assistant,295,no
C35731,phone,139,no
C35732,virtual assistant,500,no
C35733,virtual assistant,704,yes
C35734,virtual assistant,168,no
C35735,virtual assistant,299,no
C35736,virtual assistant,6,no
C35737,virtual assistant,318,no
C35738,virtual assistant,291,no
C35739,phone,833,yes
C35741,virtual assistant,113,no
C35742,virtual assistant,130,no
C35744,virtual assistant,80,no
C35745,virtual assistant,52,no
C35746,virtual assistant,346,no
C35747,virtual assistant,813,yes
C35748,virtual assistant,47,no
C35749,virtual assistant,612,no
C35750,virtual assistant,1014,no
C35751,virtual assistant,144,no
C35752,virtual assistant,498,no
C35753,virtual assistant,232,no
C35754,virtual assistant,203,no
C35755,virtual assistant,268,no
C35757,virtual assistant,364,no
C35759,virtual assistant,212,no
C35760,virtual assistant,49,no
C35762,virtual assistant,50,no
C35763,virtual assistant,763,no
C35764,virtual assistant,134,no
C35765,virtual assistant,343,no
C35766,virtual assistant,120,no
C35767,virtual assistant,191,no
C35768,virtual assistant,239,no
C35769,virtual assistant,111,no
C35770,virtual assistant,114,no
C35771,virtual assistant,92,no
C35772,virtual assistant,43,no
C35773,virtual assistant,88,no
C35774,phone,301,no
C35775,virtual assistant,87,no
C35776,virtual assistant,36,no
C35777,phone,330,no
C35780,virtual assistant,39,no
C35782,virtual assistant,144,no
C35783,phone,91,no
C35784,virtual assistant,525,no
C35785,virtual assistant,99,no
C35786,virtual assistant,127,no
C35787,virtual assistant,501,yes
C35788,virtual assistant,105,no
C35789,virtual assistant,414,no
C35791,virtual assistant,318,no
C35792,virtual assistant,606,yes
C35793,virtual assistant,191,no
C35794,virtual assistant,374,no
C35796,virtual assistant,139,no
C35797,virtual assistant,237,no
C35798,virtual assistant,145,no
C35799,virtual assistant,136,no
C35801,virtual assistant,92,no
C35804,virtual assistant,197,no
C35806,virtual assistant,579,yes
C35810,virtual assistant,171,no
C35811,virtual assistant,478,no
C35812,phone,75,no
C35813,virtual assistant,120,no
C35814,virtual assistant,326,no
C35815,virtual assistant,1080,yes
C35819,virtual assistant,159,no
C35820,virtual assistant,94,no
C35821,virtual assistant,308,yes
C35822,virtual assistant,763,yes
C35823,virtual assistant,140,no
C35824,virtual assistant,132,no
C35825,virtual assistant,261,no
C35826,virtual assistant,66,no
C35828,virtual assistant,197,no
C35830,virtual assistant,157,no
C35831,virtual assistant,520,no
C35832,virtual assistant,451,no
C35836,virtual assistant,301,no
C35837,virtual assistant,662,yes
C35838,phone,101,no
C35839,virtual assistant,248,no
C35841,virtual assistant,18,no
C35843,virtual assistant,82,no
C35844,virtual assistant,207,no
C35845,virtual assistant,53,no
C35846,virtual assistant,568,yes
C35848,virtual assistant,255,no
C35850,virtual assistant,306,no
C35851,virtual assistant,198,no
C35852,virtual assistant,579,no
C35853,phone,185,no
C35855,virtual assistant,1448,yes
C35857,virtual assistant,69,no
C35858,virtual assistant,155,no
C35859,virtual assistant,142,no
C35862,virtual assistant,728,yes
C35863,virtual assistant,171,no
C35864,virtual assistant,81,no
C35865,virtual assistant,291,no
C35867,virtual assistant,272,no
C35870,virtual assistant,144,no
C35873,virtual assistant,319,no
C35875,virtual assistant,218,no
C35876,virtual assistant,398,yes
C35879,virtual assistant,151,no
C35880,virtual assistant,87,no
C35881,virtual assistant,89,no
C35882,virtual assistant,183,no
C35885,virtual assistant,206,no
C35887,virtual assistant,325,no
C35889,virtual assistant,462,no
C35891,virtual assistant,81,no
C35892,virtual assistant,68,no
C35893,virtual assistant,127,no
C35894,virtual assistant,158,no
C35895,virtual assistant,264,no
C35897,virtual assistant,254,no
C35898,virtual assistant,77,no
C35899,virtual assistant,219,no
C35900,virtual assistant,134,no
C35901,virtual assistant,175,no
C35903,virtual assistant,297,no
C35904,virtual assistant,103,no
C35906,virtual assistant,182,no
C35908,virtual assistant,133,no
C35909,virtual assistant,123,no
C35910,virtual assistant,137,no
C35912,virtual assistant,233,no
C35915,virtual assistant,408,no
C35916,virtual assistant,428,no
C35917,virtual assistant,422,no
C35918,phone,44,no
C35919,virtual assistant,91,no
C35920,virtual assistant,75,no
C35921,virtual assistant,36,no
C35922,phone,37,no
C35923,virtual assistant,326,no
C35924,virtual assistant,104,no
C35925,virtual assistant,44,no
C35926,virtual assistant,376,no
C35927,virtual assistant,323,no
C35929,virtual assistant,347,no
C35931,virtual assistant,207,no
C35932,virtual assistant,346,no
C35934,virtual assistant,202,no
C35936,virtual assistant,86,no
C35937,virtual assistant,503,no
C35938,virtual assistant,177,no
C35939,phone,186,no
C35940,virtual assistant,334,no
C35942,virtual assistant,286,no
C35944,virtual assistant,104,no
C35945,virtual assistant,40,no
C35947,virtual assistant,506,no
C35948,phone,191,no
C35949,virtual assistant,187,no
C35950,virtual assistant,296,no
C35952,virtual assistant,224,no
C35953,virtual assistant,235,no
C35954,virtual assistant,128,no
C35955,virtual assistant,144,no
C35956,virtual assistant,55,no
C35957,virtual assistant,685,yes
C35958,phone,479,yes
C35959,virtual assistant,413,no
C35960,virtual assistant,211,no
C35961,virtual assistant,129,no
C35962,virtual assistant,295,no
C35963,virtual assistant,217,no
C35965,virtual assistant,152,no
C35966,virtual assistant,1024,yes
C35967,virtual assistant,405,no
C35968,virtual assistant,129,no
C35969,virtual assistant,682,yes
C35971,virtual assistant,311,no
C35972,virtual assistant,746,no
C35973,virtual assistant,348,no
C35974,phone,283,no
C35975,virtual assistant,108,no
C35977,phone,265,no
C35979,virtual assistant,487,no
C35980,virtual assistant,1049,no
C35981,virtual assistant,466,no
C35982,virtual assistant,348,no
C35983,virtual assistant,263,no
C35984,virtual assistant,83,no
C35985,virtual assistant,324,no
C35986,phone,267,no
C35988,phone,546,no
C35989,virtual assistant,364,no
C35991,virtual assistant,288,no
C35992,virtual assistant,129,no
C35994,virtual assistant,89,no
C35996,virtual assistant,323,no
C35997,virtual assistant,311,no
C35998,virtual assistant,108,no
C35999,virtual assistant,199,no
C36000,virtual assistant,548,no
C36001,virtual assistant,177,no
C36002,phone,72,no
C36003,phone,26,no
C36004,phone,713,no
C36005,phone,15,no
C36006,virtual assistant,423,yes
C36008,virtual assistant,211,no
C36009,virtual assistant,322,no
C36010,virtual assistant,349,no
C36011,virtual assistant,102,no
C36012,virtual assistant,82,no
C36014,phone,9,no
C36015,phone,20,no
C36016,phone,21,no
C36017,virtual assistant,62,no
C36019,virtual assistant,61,no
C36021,virtual assistant,88,no
C36022,virtual assistant,764,no
C36023,virtual assistant,14,no
C36024,phone,10,no
C36025,virtual assistant,125,no
C36026,virtual assistant,50,no
C36027,phone,28,no
C36029,virtual assistant,80,no
C36030,virtual assistant,108,no
C36031,virtual assistant,295,no
C36034,virtual assistant,573,no
C36035,virtual assistant,652,no
C36036,phone,22,no
C36037,virtual assistant,443,no
C36038,virtual assistant,55,no
C36039,virtual assistant,67,no
C36040,virtual assistant,206,no
C36042,virtual assistant,249,no
C36043,virtual assistant,485,no
C36044,phone,26,no
C36045,virtual assistant,94,no
C36046,phone,194,no
C36048,virtual assistant,313,no
C36049,virtual assistant,657,yes
C36050,virtual assistant,577,no
C36051,virtual assistant,33,no
C36052,virtual assistant,158,no
C36053,virtual assistant,457,no
C36054,virtual assistant,363,no
C36056,virtual assistant,431,no
C36057,virtual assistant,210,no
C36058,virtual assistant,502,no
C36060,virtual assistant,57,no
C36061,virtual assistant,212,no
C36062,virtual assistant,7,no
C36063,virtual assistant,528,no
C36064,virtual assistant,195,no
C36067,virtual assistant,179,no
C36069,virtual assistant,9,no
C36071,virtual assistant,94,no
C36072,virtual assistant,73,no
C36073,virtual assistant,313,no
C36074,virtual assistant,66,no
C36075,virtual assistant,143,no
C36076,virtual assistant,261,no
C36077,virtual assistant,603,no
C36078,virtual assistant,496,no
C36080,phone,108,no
C36082,virtual assistant,580,no
C36083,virtual assistant,207,no
C36084,virtual assistant,128,no
C36085,virtual assistant,7,no
C36086,virtual assistant,277,no
C36087,virtual assistant,40,no
C36088,virtual assistant,1038,yes
C36089,virtual assistant,94,no
C36091,virtual assistant,62,no
C36092,phone,65,no
C36094,virtual assistant,12,no
C36095,phone,32,no
C36097,virtual assistant,195,no
C36099,virtual assistant,58,no
C36100,virtual assistant,155,no
C36101,virtual assistant,629,yes
C36102,phone,243,no
C36103,virtual assistant,12,no
C36104,phone,42,no
C36106,virtual assistant,183,no
C36107,virtual assistant,242,no
C36108,virtual assistant,112,no
C36109,virtual assistant,197,no
C36110,virtual assistant,150,no
C36111,virtual assistant,1514,yes
C36112,virtual assistant,15,no
C36113,virtual assistant,63,no
C36114,virtual assistant,422,no
C36115,virtual assistant,214,no
C36118,virtual assistant,248,no
C36119,virtual assistant,67,no
C36120,virtual assistant,279,no
C36121,phone,221,no
C36122,virtual assistant,188,no
C36123,virtual assistant,254,no
C36124,phone,231,no
C36125,virtual assistant,135,no
C36126,virtual assistant,212,no
C36127,virtual assistant,227,no
C36128,virtual assistant,85,no
C36129,virtual assistant,220,no
C36130,virtual assistant,80,no
C36131,virtual assistant,340,no
C36133,virtual assistant,549,no
C36134,virtual assistant,472,no
C36135,virtual assistant,409,no
C36136,virtual assistant,236,no
C36137,virtual assistant,308,no
C36138,virtual assistant,91,no
C36139,virtual assistant,90,no
C36140,virtual assistant,186,no
C36141,virtual assistant,138,no
C36142,virtual assistant,442,no
C36143,virtual assistant,277,no
C36145,virtual assistant,161,no
C36146,virtual assistant,51,no
C36147,virtual assistant,262,no
C36148,virtual assistant,49,no
C36149,virtual assistant,369,no
C36150,virtual assistant,471,no
C36151,virtual assistant,198,no
C36153,virtual assistant,116,no
C36154,virtual assistant,163,no
C36155,virtual assistant,100,no
C36156,virtual assistant,59,no
C36157,virtual assistant,686,no
C36158,phone,28,no
C36159,virtual assistant,256,no
C36160,virtual assistant,295,no
C36161,virtual assistant,114,no
C36162,virtual assistant,733,yes
C36163,virtual assistant,170,no
C36164,virtual assistant,214,no
C36165,virtual assistant,101,no
C36166,virtual assistant,474,yes
C36167,virtual assistant,306,no
C36168,virtual assistant,106,no
C36170,virtual assistant,231,no
C36171,virtual assistant,240,no
C36172,virtual assistant,701,yes
C36173,virtual assistant,231,no
C36175,virtual assistant,247,no
C36176,virtual assistant,239,no
C36177,virtual assistant,712,no
C36178,virtual assistant,219,no
C36179,virtual assistant,199,no
C36181,virtual assistant,102,no
C36182,virtual assistant,216,no
C36183,virtual assistant,190,no
C36184,virtual assistant,181,no
C36185,virtual assistant,73,no
C36186,virtual assistant,405,no
C36187,virtual assistant,204,no
C36189,virtual assistant,227,no
C36190,virtual assistant,360,no
C36191,virtual assistant,490,no
C36193,virtual assistant,189,no
C36194,virtual assistant,143,no
C36199,virtual assistant,225,no
C36200,phone,21,no
C36201,virtual assistant,151,no
C36203,virtual assistant,8,no
C36205,virtual assistant,154,no
C36206,virtual assistant,347,no
C36207,virtual assistant,281,no
C36209,virtual assistant,95,no
C36210,virtual assistant,214,no
C36212,virtual assistant,197,no
C36214,virtual assistant,628,no
C36215,virtual assistant,133,no
C36216,virtual assistant,553,no
C36217,virtual assistant,59,no
C36218,virtual assistant,49,no
C36220,phone,86,no
C36221,virtual assistant,21,no
C36222,virtual assistant,58,no
C36223,virtual assistant,123,no
C36224,virtual assistant,114,no
C36226,virtual assistant,41,no
C36228,virtual assistant,327,no
C36229,virtual assistant,177,no
C36231,virtual assistant,125,no
C36232,virtual assistant,580,no
C36233,virtual assistant,79,no
C36234,virtual assistant,1017,yes
C36235,virtual assistant,85,no
C36236,virtual assistant,82,no
C36237,virtual assistant,187,no
C36238,virtual assistant,29,no
C36239,virtual assistant,282,no
C36241,virtual assistant,257,no
C36243,virtual assistant,622,no
C36244,virtual assistant,489,no
C36245,virtual assistant,70,no
C36246,virtual assistant,304,no
C36247,virtual assistant,102,no
C36248,virtual assistant,278,no
C36249,virtual assistant,66,no
C36251,virtual assistant,432,no
C36252,virtual assistant,275,no
C36254,virtual assistant,134,no
C36255,virtual assistant,313,no
C36256,virtual assistant,333,no
C36257,virtual assistant,1114,no
C36259,virtual assistant,207,no
C36262,virtual assistant,672,yes
C36263,virtual assistant,552,no
C36264,virtual assistant,249,no
C36265,virtual assistant,86,no
C36266,virtual assistant,412,no
C36267,virtual assistant,72,no
C36268,virtual assistant,299,no
C36269,virtual assistant,124,no
C36270,virtual assistant,251,no
C36271,virtual assistant,400,no
C36272,virtual assistant,82,no
C36273,virtual assistant,930,yes
C36274,virtual assistant,262,no
C36275,virtual assistant,177,no
C36276,virtual assistant,124,no
C36277,virtual assistant,239,no
C36278,virtual assistant,89,no
C36281,phone,159,no
C36283,virtual assistant,175,no
C36285,virtual assistant,282,no
C36287,virtual assistant,505,no
C36288,virtual assistant,608,yes
C36289,virtual assistant,261,no
C36290,virtual assistant,154,no
C36291,virtual assistant,330,no
C36292,virtual assistant,148,no
C36293,virtual assistant,76,no
C36294,virtual assistant,255,no
C36295,virtual assistant,193,no
C36296,virtual assistant,643,no
C36297,virtual assistant,74,no
C36298,virtual assistant,475,yes
C36299,phone,41,no
C36300,phone,168,no
C36306,virtual assistant,327,no
C36307,virtual assistant,758,no
C36308,phone,52,no
C36310,virtual assistant,426,no
C36312,virtual assistant,129,no
C36314,virtual assistant,246,no
C36316,virtual assistant,329,no
C36318,virtual assistant,77,no
C36319,phone,267,no
C36321,virtual assistant,184,no
C36322,virtual assistant,289,no
C36323,virtual assistant,143,no
C36324,virtual assistant,288,no
C36325,virtual assistant,305,no
C36330,virtual assistant,240,no
C36332,virtual assistant,47,no
C36333,virtual assistant,63,no
C36334,virtual assistant,57,no
C36336,virtual assistant,193,no
C36337,virtual assistant,321,no
C36338,virtual assistant,200,no
C36339,virtual assistant,161,no
C36340,virtual assistant,204,no
C36346,phone,296,no
C36347,virtual assistant,263,no
C36348,virtual assistant,228,no
C36349,virtual assistant,306,no
C36350,virtual assistant,776,no
C36351,virtual assistant,429,no
C36352,virtual assistant,51,no
C36353,virtual assistant,150,no
C36354,virtual assistant,275,no
C36356,virtual assistant,125,no
C36358,virtual assistant,171,no
C36359,virtual assistant,142,no
C36360,virtual assistant,430,no
C36361,virtual assistant,189,no
C36362,virtual assistant,798,no
C36363,virtual assistant,65,no
C36364,virtual assistant,66,no
C36365,virtual assistant,34,no
C36366,virtual assistant,333,no
C36367,virtual assistant,128,no
C36368,virtual assistant,102,no
C36370,virtual assistant,175,no
C36371,virtual assistant,69,no
C36372,virtual assistant,126,no
C36373,virtual assistant,285,no
C36374,phone,168,no
C36375,virtual assistant,133,no
C36377,virtual assistant,472,no
C36378,virtual assistant,173,no
C36380,virtual assistant,130,no
C36381,virtual assistant,299,no
C36382,virtual assistant,247,no
C36383,virtual assistant,218,no
C36386,virtual assistant,195,no
C36387,virtual assistant,148,no
C36390,phone,75,no
C36391,phone,386,no
C36392,phone,544,no
C36393,virtual assistant,127,no
C36394,virtual assistant,565,no
C36395,virtual assistant,155,no
C36396,virtual assistant,184,no
C36397,virtual assistant,480,no
C36398,virtual assistant,1232,yes
C36399,virtual assistant,133,no
C36400,phone,193,no
C36402,virtual assistant,206,no
C36403,virtual assistant,152,no
C36405,virtual assistant,243,no
C36407,phone,437,no
C36408,phone,259,no
C36409,virtual assistant,269,no
C36411,virtual assistant,447,no
C36412,virtual assistant,238,no
C36413,virtual assistant,143,no
C36414,virtual assistant,410,no
C36415,virtual assistant,472,no
C36417,virtual assistant,56,no
C36418,virtual assistant,204,no
C36419,phone,226,no
C36422,virtual assistant,217,no
C36424,virtual assistant,718,no
C36425,virtual assistant,271,no
C36426,virtual assistant,0,no
C36427,virtual assistant,258,no
C36428,virtual assistant,180,no
C36429,virtual assistant,298,no
C36430,virtual assistant,196,no
C36431,virtual assistant,115,no
C36433,virtual assistant,1001,no
C36434,virtual assistant,72,no
C36435,virtual assistant,498,no
C36436,virtual assistant,279,no
C36439,virtual assistant,211,no
C36440,phone,567,no
C36441,virtual assistant,772,no
C36442,virtual assistant,120,no
C36443,virtual assistant,214,no
C36444,virtual assistant,877,yes
C36446,virtual assistant,304,no
C36447,virtual assistant,273,no
C36449,virtual assistant,133,no
C36450,virtual assistant,301,no
C36452,virtual assistant,94,no
C36454,virtual assistant,508,no
C36455,phone,338,no
C36456,virtual assistant,208,no
C36459,phone,58,no
C36461,virtual assistant,196,no
C36462,virtual assistant,63,no
C36463,virtual assistant,222,no
C36464,virtual assistant,168,no
C36465,virtual assistant,163,no
C36466,virtual assistant,911,yes
C36467,virtual assistant,72,no
C36469,virtual assistant,284,no
C36470,virtual assistant,288,no
C36471,phone,136,no
C36473,virtual assistant,445,no
C36474,virtual assistant,123,no
C36477,virtual assistant,48,no
C36479,virtual assistant,81,no
C36480,virtual assistant,89,no
C36481,virtual assistant,278,no
C36482,virtual assistant,214,no
C36483,virtual assistant,116,no
C36484,virtual assistant,167,no
C36485,virtual assistant,56,no
C36486,virtual assistant,8,no
C36488,virtual assistant,75,no
C36490,virtual assistant,312,no
C36493,virtual assistant,15,no
C36494,phone,13,no
C36495,virtual assistant,788,no
C36496,virtual assistant,25,no
C36500,virtual assistant,315,no
C36501,virtual assistant,214,no
C36502,phone,352,no
C36503,virtual assistant,97,no
C36504,virtual assistant,54,no
C36505,virtual assistant,77,no
C36506,virtual assistant,34,no
C36508,virtual assistant,14,no
C36509,virtual assistant,15,no
C36512,virtual assistant,151,no
C36513,virtual assistant,131,no
C36514,virtual assistant,756,no
C36517,virtual assistant,365,yes
C36518,virtual assistant,20,no
C36520,virtual assistant,50,no
C36521,virtual assistant,138,no
C36522,virtual assistant,6,no
C36523,virtual assistant,63,no
C36525,virtual assistant,271,no
C36527,virtual assistant,100,no
C36528,virtual assistant,123,no
C36529,virtual assistant,40,no
C36531,virtual assistant,150,no
